Pagu,LT,BT
1680,-7.13412996114483,111.613700390701
2040,-7.13421492742711,111.62181831813
2440,-7.12794410880676,111.649000756811
2550,-7.13403323328021,111.659183049381
2010,-7.1099990875734,111.663805048768
550,-7.16366378779382,111.649570970072
1380,-7.04825505177737,111.671630118711
1750,-7.16369853529199,111.704691117779
2310,-7.17441177204693,111.668220527994
1090,-7.18258695175431,111.679306385471
1200,-7.16977461526987,111.692969528051
3180,-7.19529239121742,111.716106621698
4270,-7.15984125058733,111.718133212189
2980,-7.13682592598962,111.702709774943
2750,-7.19861211493612,111.693704699606
2600,-7.16419066255483,111.675957027539
1310,-7.18135981033044,111.725567677311
2210,-7.14568378786945,111.690779169439
2810,-7.17537617563119,112.409900065553
2600,-7.2185774141763,112.428677065977
2040,-7.19058758279802,112.417495717374
1720,-7.17125238671511,112.431208392809
1130,-7.16260232890941,112.394364416311
2880,-7.14492039264732,112.427268057434
2750,-7.15157861230792,112.410534066147
1950,-7.24247082203239,112.405310569722
1770,-7.16766970360724,112.413483329239
3100,-7.05014806807045,112.457430813794
3840,-7.18528911566437,112.411721201041
1810,-7.12646582719575,112.42379263778
1950,-7.20038569148579,112.399472345739
490,-7.11560443686692,112.422755345965
410,-7.12308918571648,112.421206112146
1280,-7.10294703794748,112.372595460837
1040,-7.1279572158048,112.366866737438
1090,-7.15280817370604,112.394536114961
1040,-7.11599854169922,112.394041348413
1900,-7.11138202317905,112.379038122639
820,-7.10515287512331,112.38610636078
1630,-7.15395162667783,112.375599510847
1340,-7.1377716,112.37489
1350,-7.1266623921765,112.413933747155
470,-7.11351764937395,112.420695420104
700,-7.16294288266321,112.32652620244
1410,-7.11741641007481,112.403059938905
890,-7.09646453628132,112.373718335712
1900,-7.12825688209895,112.38889209689
340,-7.11168802203804,112.385047728421
370,-7.12761087699531,112.421322828105
1400,-7.1150535693882,112.414596652253
900,-7.14054648623192,112.396309356353
2700,-7.12732073172843,112.340074381736
1860,-7.11514158074613,112.338786974263
3460,-7.13485786257555,112.347412940871
2780,-7.1298154854289,112.360583093208
2950,-7.14941587734725,112.361026839279
3220,-7.11035792831278,112.316149253691
1590,-7.09094590281598,112.314059181956
3790,-7.07676379281244,112.336679403072
3000,-7.11508757085015,112.326289771426
2090,-7.07643461775187,112.318428526683
1970,-7.10602835821606,112.340160276673
2120,-7.08721404958748,112.338684590031
1010,-7.13804296457156,112.319834356228
1460,-7.11942985418875,112.355543470089
3790,-7.09453861395817,112.324436503199
3290,-7.08460008695123,112.326590522202
1840,-7.14903666498776,112.323460116658
2260,-7.13196224142464,112.335139139584
930,-7.098414284908,112.350529201131
600,-7.07676379281244,112.336679403072
1520,-6.9286931351926,112.41544237271
550,-6.91680671648161,112.419916160247
2680,-6.91858606211948,112.312968746942
4340,-6.91621048126468,112.414036747452
7530,-6.91483336706123,112.352625629779
1550,-6.93298582546914,112.357085981897
1070,-6.91668623286149,112.326572212101
1660,-6.9403389365931,112.411368741469
1860,-6.92471948848122,112.320521359231
730,-6.93020776534991,112.338191763432
3010,-6.87493873505285,112.389564419143
5920,-6.87806847630217,112.302989657452
1440,-6.88351272316929,112.388691434214
2150,-6.86975609070009,112.314393045783
1420,-6.8747680300401,112.404155647115
3480,-6.87579581452203,112.383086943537
3320,-6.86913982564868,112.341933314506
940,-6.87757521966484,112.448410091137
4130,-6.89768983080556,112.344933763094
1080,-6.89523588845772,112.348589176472
380,-6.88209421104547,112.430439225827
1050,-6.88125124204145,112.452172096665
1420,-6.88362742570599,112.34253532735
890,-6.89294048377412,112.43843408275
1640,-6.87229705428285,112.373771510206
750,-6.88125082451828,112.454921936584
1390,-6.88049763444376,112.450609463516
2590,-7.01356771286247,112.46065027028
900,-7.00884729253234,112.469139883669
790,-7.04462729022013,112.475669887857
2010,-7.04781539565545,112.457447318333
1810,-7.0121831801257,112.497316287187
1860,-7.03397877589532,112.496955886933
1580,-7.04595110898511,112.426326992336
1200,-7.02665252054893,112.479447010026
940,-7.05927805679424,112.443054480398
1270,-7.04489507808775,112.50728324888
2650,-7.01273165432932,112.437079630138
1740,-7.00563136848756,112.445798143127
1580,-7.0381534676849,112.472923342713
560,-7.04837469065386,112.487085525982
1910,-7.03621092733975,112.461200717281
1920,-7.02206022316354,112.479583910797
1080,-7.01271339497415,112.501907166841
2120,-7.04222676762011,112.422079746356
950,-7.0444505416103,112.416091125574
1270,-7.01374618731646,112.485050841912
1420,-7.02494906785182,112.486828260473
1870,-7.31126191569805,112.337425815774
2230,-7.30540202082625,112.359627808327
4430,-7.26974375861705,112.357895173464
2050,-7.29483889421446,112.39412372914
1840,-7.27936107324663,112.404184329496
2320,-7.30442111241529,112.397512754532
1040,-7.31254674473433,112.385026151653
4030,-7.21416671631502,112.314265040757
2010,-7.29007119156791,112.373181264628
590,-7.26793456051052,112.356531228055
1060,-7.24035276850049,112.341111727637
2780,-7.32259302661145,112.345717025241
1830,-7.2652132170281,112.397641075992
1450,-7.26352849568616,112.359568928268
4600,-7.22707241734132,112.327532327791
1900,-7.16838876720865,112.346941160565
3860,-7.25779115985414,112.362296358525
1660,-7.25241415822081,112.396300456791
2720,-7.18729041996987,112.352605711192
1600,-7.2502000615412,112.388883591915
2310,-7.16022730599111,112.354799810109
3740,-7.1716186571538,112.328230402048
2560,-7.18013741392743,112.353120940347
8130,-7.17895576046525,112.393824621324
1980,-7.17499544193683,112.374941899643
670,-7.20254590456511,112.353659043782
1920,-7.25495477334873,112.357272656691
3610,-7.22612130752406,112.370118333969
3170,-7.2184569626135,112.362732519223
930,-7.1947843221665,112.358441822249
2130,-7.1653559331988,112.324802501061
2130,-7.15618441994471,112.31994785681
2300,-7.1830492,112.3221192
2220,-7.06295275091213,112.340887226771
880,-7.00477165745178,112.312385993258
1050,-7.00606045384103,112.324054841654
780,-6.99953736070432,112.351255101068
2270,-7.04731709460739,112.331567958503
680,-6.99821070522305,112.329252547411
630,-6.99251741222609,112.367635202869
820,-6.99337176322756,112.322597553971
960,-6.99855117871099,112.359594420675
1120,-6.99564917642895,112.347221365673
2330,-7.02205720658976,112.344133428774
3060,-7.01593206996467,112.324576442094
790,-6.99019836753001,112.375559463624
490,-6.97283768570174,112.315043065073
490,-7.00417578202744,112.332472450143
1850,-7.00017135881226,112.367670843436
2300,-7.03602848367919,112.340185483879
1210,-6.98348831016964,112.337875960233
910,-7.09056111291917,112.46118841632
1950,-7.11125829544205,112.448052405272
940,-7.10852719546732,112.441479032251
1750,-7.08284856582545,112.448702363791
2780,-7.08208812443451,112.422776798205
1350,-7.06484985909198,112.441529585916
1720,-7.11753813400458,112.471833560292
1480,-7.1232670682821,112.486735506836
820,-7.06626235231328,112.50991990994
1000,-7.0930825786468,112.470498877911
1070,-7.096913063671,112.470670323412
2500,-7.07729015684454,112.448472854353
940,-7.10355469032668,112.4279260047
1830,-7.11087551526693,112.47322094307
1720,-7.00222224232731,112.433238565917
950,-7.07284552086641,112.458536356228
1680,-7.06984794247549,112.467999587257
2280,-7.06918743860689,112.360727391915
1950,-7.08843706276412,112.398663979323
960,-7.06024237031363,112.396385285098
2750,-7.07225381681108,112.430078591973
4120,-7.0613469546727,112.340442868407
3620,-7.05896608060635,112.358324328524
2350,-7.069462565852,112.376045410184
2340,-7.06271217472541,112.389950102977
2790,-7.05351610509091,112.380982884226
3190,-7.04635880698957,112.431107337085
2660,-7.06356418726514,112.418920198524
1980,-7.04864827771974,112.405861685695
3520,-7.04337948066171,112.379002673856
2000,-7.10121489423796,112.366565142637
1010,-7.09405662329198,112.36553344672
1390,-7.09184532364486,112.393047273339
1490,-7.07878890502385,112.38826452482
850,-7.07889703383229,112.393857793697
4350,-7.0826481541401,112.363989348128
1700,-7.14225105652883,112.467086775858
2360,-7.13990888704139,112.468734674795
1640,-7.18802739011593,112.446255056287
870,-7.19186519499392,112.465821795622
1680,-7.20167174866623,112.422898528834
3320,-7.18623555523577,112.490366391022
900,-7.14017738525055,112.445483330299
3370,-7.15098487856038,112.451225638099
2300,-7.16273186991606,112.502387391679
1780,-7.04253103483201,112.392829936563
470,-7.04240041570316,112.418411830081
2540,-6.99222463438865,112.387940038425
1260,-7.00040270320031,112.427679455007
1810,-7.00960278509311,112.405191398148
970,-6.99495081825047,112.392832306928
1450,-7.03827048470852,112.398282719295
2080,-7.03222069367489,112.38417744284
1290,-6.99557747964006,112.401548719204
940,-6.99555859839845,112.40713788402
1880,-6.99529130813594,112.418924669777
1160,-7.01548189596419,112.393089671648
1170,-7.01181857007406,112.385622198623
870,-6.9925108723166,112.386720849366
2080,-7.04394507594044,112.347857756819
1260,-7.03411400111558,112.361114910295
1270,-7.02760284590197,112.368252530038
440,-7.0047163236373,112.433788969118
1140,-7.04005751865145,112.38990705998
820,-7.01096385667537,112.426993903527
210,-7.09657384226383,112.512791418795
840,-7.07310548385414,112.515117521614
720,-7.06133931357633,112.518841284502
580,-7.09638247629201,112.482137585992
1460,-7.06992364459704,112.497832389631
1270,-7.08142986586631,112.525945713912
570,-7.06174806686303,112.475172351593
920,-7.04469970433195,112.502903064555
940,-7.04884074202044,112.515034094917
820,-7.07604409062259,112.504517436061
1280,-7.05677360826601,112.538616090354
500,-7.09846619966271,112.494893223516
180,-7.04412481724176,112.528646234455
780,-7.04920806259376,112.498616579657
870,-7.07502353554918,112.493105323957
980,-7.09474027747834,112.510954622346
860,-7.04848254751068,112.549753755241
1080,-7.08782454528628,112.492944476577
1160,-7.07638480567956,112.483360066356
1220,-7.04634870493744,112.471377173293
850,-7.0644060429603,112.522703590725
1150,-7.0512041719018,112.476269338107
530,-7.0707629982835,112.47752363899
660,-7.05501888871558,112.457405713396
330,-7.08341152924612,112.495290481516
1430,-7.08984253638638,112.513701117663
2270,-7.09990413784358,112.514924316717
3880,-7.07212599847535,112.52936534613
1330,-7.05437185514467,112.527710967934
2420,-7.17201276444767,112.26994199051
2000,-7.15162484190797,112.257008200519
4130,-7.20088797379478,112.281985790454
4090,-7.20136828947119,112.275184331658
3260,-7.17485621732115,112.304176308656
1670,-7.19891318085568,112.264411527544
1900,-7.14772911421127,112.304600740674
2120,-7.13022461517748,112.288873865039
1550,-7.17196113648448,112.285980430538
2560,-7.23087019319715,112.252926965653
3560,-7.17637645035954,112.273706081689
3430,-7.17235432205414,112.251916449538
2770,-7.14947916731677,112.251305503001
5300,-7.20529238112183,112.299126940726
640,-7.15406841231122,112.271536754111
2700,-7.15951427837283,112.271535622844
4000,-7.14772012775459,112.31258935706
840,-7.1428362888264,112.244954493732
2550,-7.18878007679438,112.244968885271
2760,-7.15836707736827,112.290862418101
7300,-7.16951280136076,112.281023555749
3910,-7.14534381081631,112.219176080719
1800,-7.17094875745985,112.223173788266
2970,-7.22250620636947,112.179775194476
1830,-7.14109071348502,112.173338548073
940,-7.1631917693932,112.179677561317
3410,-7.19294992872403,112.172333275102
4180,-7.18365388306816,112.184245338447
1820,-7.16426270327037,112.205624949076
3850,-7.18629353545719,112.198364513429
2950,-7.135129330536,112.188787898756
1380,-7.14789303928944,112.228163604877
2020,-7.19061873711706,112.224842748511
1810,-7.18483020544255,112.208153505277
450,-7.20155814439415,112.205094881844
2990,-7.15881469303953,112.173878019766
3150,-7.18380792518746,112.234246606352
1660,-7.17299330685438,112.202231104781
3470,-7.16468373641036,112.231137818711
3380,-7.1464299772093,112.206102340489
1680,-7.14313378837691,112.195310367628
3310,-7.21789229366136,112.22073232475
7680,-7.16839453892264,112.204290855526
1790,-7.18007628279215,112.176782750682
2120,-7.19528217994261,112.123693470259
2770,-7.24574554960565,112.089305717928
2440,-7.17428813099608,112.246547492431
3540,-7.24685215048626,112.118086511911
1470,-7.22409678010307,112.11663666646
6610,-7.15894824322266,112.161057276521
2200,-7.18869530577402,112.147420546622
4220,-7.23143411284636,112.107973836458
1250,-7.23950852971444,112.147363943473
1840,-7.14115773131202,112.161602987552
4240,-7.23469727981258,112.16212702079
2580,-7.25258748827255,112.128317286187
2480,-7.16419700059916,112.150942343095
2700,-7.20547057139725,112.15493083965
3150,-7.18318303894763,112.151212585594
1580,-7.2252889483487,112.1196406941
3300,-7.23674086057334,112.166118196763
1720,-7.29506322289229,112.26774311629
1870,-7.31724723295327,112.320774890875
2970,-7.31095817440297,112.285920567248
280,-7.33909799335993,112.267071641334
2020,-7.28877265166265,112.319872483131
4930,-7.33973550571473,112.286524264591
2200,-7.24950702404055,112.303901322758
3890,-7.30854077065443,112.297974813668
1610,-7.32488718572324,112.352218157491
4770,-7.2932192315972,112.320974105077
1010,-7.33870514634287,112.318031074145
1950,-7.28610157547284,112.225273653612
1620,-7.28028387695397,112.200172326124
2830,-7.21660566521872,112.278489756075
1580,-7.31997890387448,112.310470514121
2100,-7.32290814961173,112.229979383118
2590,-7.30941133507352,112.235879458605
1830,-7.28990860013075,112.236533364822
1610,-7.31248828889417,112.25536626233
1690,-7.33544341150014,112.265700328946
1430,-7.23264889946727,112.280897105557
1800,-7.22589391407482,112.292942898164
1760,-7.29508598593717,112.160326462629
2950,-7.28710961284067,112.195109491591
2980,-7.33581631269104,112.204913396494
2170,-7.34161650848945,112.166477150166
1950,-7.3289749841958,112.170363399872
1050,-7.25572421198301,112.213834829191
4150,-7.33583815018986,112.178739014356
3660,-7.28951517222186,112.193914930215
1780,-7.35365807512551,112.158099384909
2200,-7.33195014333417,112.230896371803
1650,-7.33051899241075,112.189468042341
2150,-7.34497918138385,112.184704040661
1640,-7.30525872152869,112.213941470911
5530,-7.31298727461623,112.158705438588
3910,-7.28060632331749,112.20833492785
1530,-7.31749096457099,112.176691099943
1570,-7.28755258159341,112.216345665501
2730,-7.2846698844459,112.187359935774
1520,-7.25613859275627,112.193808565936
2200,-7.31842344897952,112.118491336561
1710,-7.27166373331265,112.142956350542
1670,-7.28622893326619,112.141282012695
2370,-7.31803996341041,112.125980260609
2600,-7.3291210386276,112.132541522024
3750,-7.29864955655722,112.154386434081
1590,-7.31061272873176,112.131773277631
1470,-7.32697006035905,112.14797702287
2620,-7.30367448271744,112.118238601735
2590,-7.07312197422264,112.311048279169
1230,-7.04747237535925,112.303305235638
1920,-7.06875290998096,112.297912588801
1300,-7.11625435972418,112.237545491489
3190,-7.0991633662008,112.294228190144
5870,-7.10975916796355,112.28983662078
2480,-7.09783179225046,112.269403325108
830,-7.05842328953354,112.311994680874
2020,-7.05995596931114,112.34014658991
2290,-7.0937798275208,112.304434883956
2960,-7.08294702008288,112.300381124721
4630,-7.09655323880624,112.270704898834
2960,-7.10969831936165,112.295685786292
1390,-7.09783179225046,112.269403325108
2630,-7.11385565536935,112.254712299351
4680,-7.09940783884804,112.279940816241
1030,-7.095219023352,112.286932823102
1490,-7.3144193306019,112.079653357058
2140,-7.35394025705675,112.095045019516
1410,-7.3576001310729,112.129507965684
2820,-7.32267851247894,112.092410411919
8430,-7.34499919865924,112.146672874877
1990,-7.33184677055379,112.087310866486
4700,-7.35512089724632,112.130926411757
7620,-7.34358674708977,112.115097668723
2440,-7.2996861110233,111.999741309479
1820,-6.8939511629507,112.214473506009
2380,-6.8707000769568,112.287359033717
6170,-6.88502551057904,112.202960549663
4950,-6.92731013057846,112.232935789931
3610,-6.90032626613137,112.175611662981
2100,-6.88027414741692,112.274358071883
1080,-6.9148020341696,112.244439229979
7150,-6.90601864795681,112.204362829526
2600,-6.89392566711162,112.294242113928
1730,-6.90841502552476,112.209253196516
4250,-7.10339678955728,112.176150117407
6880,-7.10767760578524,112.163017105419
5600,-7.09871790366092,112.179043079131
4040,-7.13247145862882,112.230552673764
5030,-7.10495973894357,112.230981593856
4390,-7.09440046079869,112.224971749241
2210,-7.11604027634659,112.189787971519
1390,-7.12393688218665,112.168257371318
3030,-7.09956646661545,112.23757028166
6030,-7.08050829433702,112.21729983649
4060,-7.10180171824236,112.269790448113
2460,-7.11432824797392,112.246433079
4770,-7.12140577920771,112.195476530972
910,-7.09712157298744,112.247685988345
1580,-7.11949746919078,112.234086902587
1420,-7.1001361367265,112.186953451122
6450,-7.12603300196567,112.181271004502
1530,-7.12428636124337,112.24756076274
3680,-7.10424401036514,112.180990252653
1970,-7.11573732916624,112.209333995769
1210,-7.08147467249944,112.19775529388
2200,-7.09741934886277,112.256998998691
3330,-7.07987444894907,112.178158796738
2970,-6.96941519257296,112.368660120746
980,-6.96246512413383,112.356065941294
1270,-7.00848987750104,112.265548241189
1960,-7.02586776729618,112.223834789544
1510,-6.97578115298738,112.230816885401
2530,-7.02982889705113,112.210622528642
1200,-6.95557178831673,112.299051902942
1410,-6.97066402113823,112.257481390184
1330,-6.96112052871506,112.359620001681
1160,-6.99744656646121,112.2294227853
2480,-6.96135299603966,112.339473512176
1480,-6.99229688663407,112.376447384111
3280,-7.00729746145731,112.21473744372
1550,-6.97490928128191,112.310525839156
1440,-7.01329186655042,112.244702543316
2410,-6.9782186027002,112.276178173663
1620,-7.00286777731683,112.239627509832
750,-7.00463775056764,112.254833185904
1760,-6.97631917846852,112.314399866495
1900,-7.06926698200977,112.220708031836
520,-7.06796267817501,112.290891651991
2200,-7.06006610591671,112.27941759551
740,-7.05636205487271,112.246800457674
1890,-7.03951610512722,112.290381697265
660,-7.06798889403927,112.230106579714
3110,-7.04352270944542,112.284701750764
1460,-7.04660894520416,112.221952587885
2790,-7.04042517858692,112.222447502653
1620,-7.06215406790715,112.243624796312
170,-7.06180835526045,112.275205719289
890,-7.06198382107502,112.2493325399
740,-7.06326060978243,112.279074188702
2660,-7.03103667713147,112.282148262905
550,-7.0591413,112.2267642
1490,-7.02528162309134,112.299132356671
1000,-7.02192165052588,112.282448543855
1930,-7.04649686862011,112.283167834108
830,-7.03015856683491,112.309238963406
980,-7.05777291494521,112.214716853655
1590,-7.06589951440123,112.257521167336
1610,-6.97259724149331,112.309227872261
1640,-7.01823497210228,112.245451285511
660,-7.03248270967588,112.226607309098
2340,-6.97816074945682,112.306900597025
1180,-7.01116436452923,112.298104154142
680,-6.98776424439668,112.285377037529
1250,-6.99244964357473,112.299195640836
1780,-7.01461204367775,112.253705390371
270,-7.00269139695036,112.281761417964
790,-7.02274540713267,112.300783640988
1650,-7.01363449798904,112.285572744673
470,-6.98330674046225,112.296387653025
2030,-6.98134682275141,112.285229709225
1770,-6.97887678163452,112.301108305065
 470,-7.01481241674184,112.254594511636
 2030,-7.02543289257988,112.23214663926
 1770,-6.98949732628517,112.303314743738
